objid,ra,dec,u,g,r,i,z,class,redshift
1237645942905110842,56.23423672,0.22215991,21.173044,20.640755,19.951675,19.272039,18.997156,QSO,0.446935
1237645942905241816,56.5276885,0.21800069,21.712479,20.940462,19.327971,18.666136,18.2784,GALAXY,0.331166
1237645942905242169,56.55724825,0.22354809,23.893158,20.900173,19.608212,19.353559,18.512512,GALAXY,0.295058
1237645942905308066,56.72483996,0.21876493,23.345778,22.422127,20.863573,19.75791,19.417032,GALAXY,0.531512
1237645942905372939,56.81245747,0.21955879,23.281578,20.345362,18.824263,17.391546,16.590025,STAR,-3.632986E-5
1237645942905438473,57.02533658,0.20884498,17.606455,16.166279,15.513078,15.155288,14.874112,GALAXY,0.025475
1237645942905438495,57.04705243,0.08430428,19.469275,18.181009,17.590618,17.258741,16.945669,GALAXY,0.036167
1237645942905438496,57.04779896,0.08543143,24.367783,22.568628,22.73505,22.401224,22.720182,GALAXY,0.035927
1237645942905438525,57.01365708,0.06933254,22.388084,19.856453,18.490454,17.863728,17.445,GALAXY,0.160313
1237645942905503983,57.07002394,0.09541728,21.956978,19.460588,18.155642,17.6085,17.192337,GALAXY,0.160103
1237645942905504034,57.08944653,0.13649218,20.537077,19.277567,18.455217,17.928497,17.678385,GALAXY,0.16669
1237645942905504040,57.09947998,0.03305858,22.984303,20.25441,18.94593,18.389954,17.95101,GALAXY,0.16436
1237645942905504072,57.07544392,0.03836486,22.783552,21.084864,18.892801,18.150698,17.721704,GALAXY,0.349115
1237645942905504193,57.09078591,0.01877106,22.245792,20.43264,19.433685,18.913944,18.539322,GALAXY,0.164751
1237645942905504327,57.19214074,0.07710559,22.302528,20.787874,19.586699,19.082436,18.592493,GALAXY,0.312159
1237645942905569371,57.28161521,0.01876788,16.47596,14.926951,14.556245,14.527115,14.198101,STAR,-1.421523E-4
1237645942905569462,57.28449635,0.10778227,21.203218,19.39566,18.098986,17.540318,17.112379,GALAXY,0.15982
1237645942905569521,57.2060849,0.02743516,24.068672,21.392973,19.753082,18.409735,17.619308,STAR,2.120852E-4
1237645942905569536,57.26413563,0.16124378,20.944334,19.303772,18.314098,17.766481,17.390867,GALAXY,0.177241
1237645942905569544,57.28018949,0.07864017,21.135059,19.765505,18.948885,18.448008,18.171814,GALAXY,0.160064
1237645942905569550,57.29659193,0.18530558,20.192078,18.320032,17.079132,16.46776,16.045156,GALAXY,0.17767
1237645942905569555,57.31752312,0.05778333,22.541132,20.255657,18.674349,18.08567,17.69894,GALAXY,0.24562
1237645942905569679,57.22965024,0.01452547,24.911524,22.355272,20.561031,19.457895,18.891674,GALAXY,0.499967
1237645942905569773,57.2725715,0.06481861,23.441973,21.647526,19.899216,19.235641,18.705908,GALAXY,0.336479
1237645942905569896,57.34217289,0.14435756,21.951782,21.038012,20.001675,19.531805,19.151117,GALAXY,0.245231
1237645942905634844,57.40143461,0.11085625,24.590879,22.521637,20.497343,19.666689,19.20373,GALAXY,0.316945
1237645942905634929,57.40576555,0.09994472,19.778339,19.446564,19.157728,18.913578,18.716192,QSO,1.967009
1237645942905634957,57.44228994,0.1588411,20.195007,18.121693,16.779556,16.202978,15.773598,GALAXY,0.159309
1237645942905634975,57.45267192,0.04434387,21.059298,18.948198,17.855391,17.317984,16.925915,GALAXY,0.135144
1237645942905634991,57.4584469,0.05227548,20.72014,18.832336,17.659567,17.121126,16.69026,GALAXY,0.129781
1237645942905635004,57.49040212,0.07435312,20.411629,18.10684,16.815155,16.236017,15.754528,GALAXY,0.131564
1237645942905635005,57.4884302,0.07558382,22.942362,20.565802,19.334667,18.771347,18.308123,GALAXY,0.133383
1237645942905635032,57.39120375,0.22404964,22.404884,21.635395,20.076363,19.429398,19.043394,GALAXY,0.246584
1237645942905635068,57.47523527,0.05830192,22.389086,19.829861,18.469591,17.820019,17.311913,GALAXY,0.135578
1237645942905635071,57.48008458,0.10586453,20.805195,18.999033,17.949108,17.384008,16.977545,GALAXY,0.132095
1237645942905635109,57.48701854,0.09916175,24.109169,21.274458,19.370308,18.626812,18.16083,GALAXY,0.327285
1237645942905635146,57.46640185,0.05944922,23.357574,24.190176,22.575123,21.274128,21.475338,GALAXY,0.129955
1237645942905635180,57.35752838,0.02574966,21.945578,20.988262,19.988302,19.62397,19.271589,GALAXY,0.32615
1237645942905635226,57.38008895,0.1302068,21.230309,20.342577,19.666502,19.400427,19.277414,GALAXY,0.173202
1237645942905635256,57.39310081,0.11767736,24.735001,22.262009,20.346895,19.584526,19.222305,GALAXY,0.393756
1237645942905635264,57.39925226,0.20932453,23.748653,22.394125,20.696157,19.411921,18.717602,STAR,-6.629725E-5
1237645942905635435,57.48543613,0.16840262,22.192701,21.115913,20.079247,19.567429,19.054951,GALAXY,0.269988
1237645942905635440,57.4885255,0.19691759,21.179502,20.002331,18.982557,18.461336,18.209209,GALAXY,0.233005
1237645942905635444,57.4916399,0.20839632,23.750803,22.492477,20.5466,19.549343,19.072987,GALAXY,0.507418
1237645942905635463,57.49827374,0.14445542,22.565098,20.96398,19.770697,19.402464,18.817106,GALAXY,0.308388
1237645942905635472,57.50142136,0.05854179,21.725948,20.87537,19.471363,18.936827,18.596922,GALAXY,0.245716
1237645942905700356,57.51210371,0.08488663,18.839506,17.629282,17.090773,16.840652,16.707357,STAR,8.889643E-5
1237645942905700448,57.6053753,0.02727512,18.218735,15.952458,14.956364,14.590386,14.364373,STAR,-2.619098E-5
1237645942905700478,57.50890029,0.06656374,20.844208,18.733458,17.443001,16.77014,16.33387,GALAXY,0.1314
1237645942905700479,57.50964173,0.06716151,21.902729,19.434839,18.091835,17.612362,17.055313,GALAXY,0.130619
1237645942905700553,57.64725302,0.03069522,19.736628,19.48033,19.04813,18.850109,18.79915,QSO,1.429148
1237645942905700561,57.5074455,0.02759518,20.250742,18.693628,17.888498,17.428259,17.14436,GALAXY,0.131883
1237645942905700564,57.50851616,0.03453784,21.471972,19.822449,18.681767,18.13899,17.762171,GALAXY,0.135351
1237645942905700585,57.59893187,0.063617,22.812128,21.487314,20.046696,19.589886,18.991533,GALAXY,0.241813
1237645942905700587,57.60526899,0.05132933,21.367849,19.823814,18.926111,18.329302,17.994324,GALAXY,0.131846
1237645942905700593,57.60709867,0.17715558,21.139544,19.830307,19.148449,18.707949,18.501045,GALAXY,0.132174
1237645942905700594,57.61395202,0.08205475,21.243565,20.185555,19.366474,18.834557,18.555792,GALAXY,0.135183
1237645942905700711,57.5172247,0.10837191,24.025335,21.913361,20.279467,19.208828,18.646858,GALAXY,0.50098
1237645942905700828,57.59070794,0.03621085,22.524942,22.227468,20.098127,19.020319,18.337656,GALAXY,0.505413
1237645942905701086,57.58871703,0.13994731,24.358004,22.49404,20.329166,19.27998,18.70867,GALAXY,0.473747
1237645942905765958,57.76927168,0.01838533,24.200094,24.535978,21.619564,20.441656,20.409889,STAR,2.609348E-4
1237645942905766109,57.67497058,0.21251061,21.521973,20.256132,19.548573,19.1259,18.874632,GALAXY,0.158808
1237645942905766132,57.76601352,0.12409974,20.093702,18.595011,17.836782,17.38765,17.097242,GALAXY,0.124965
1237645942905766142,57.79060266,0.12110618,21.196917,19.283384,18.200506,17.631021,17.278685,GALAXY,0.172523
1237645942905766165,57.7883387,0.01753392,21.082281,19.645075,18.603605,18.065838,17.603441,GALAXY,0.234906
1237645942905766242,57.66439843,0.16810952,21.668644,20.273245,19.448042,19.036997,18.680101,GALAXY,0.125218
1237645942905766350,57.72284431,0.06373269,23.421206,20.594458,19.750128,19.310581,19.081411,GALAXY,0.132197
1237645942905766378,57.74032837,0.1976726,21.4119,20.391893,19.325953,18.836882,18.319899,GALAXY,0.233773
1237645942905831442,57.82499868,0.21560894,17.680285,17.320503,17.164993,17.086657,17.039848,QSO,0.682256
1237645942905831467,57.85121637,0.02871104,22.279455,19.878454,18.450943,17.829268,17.419519,GALAXY,0.246482
1237645942905831605,57.86546331,0.14995686,22.200274,19.667009,18.382931,17.535698,17.146418,STAR,7.551349E-5
1237645942905831607,57.86669858,0.07067679,20.307611,19.956736,19.732285,19.467709,19.394285,QSO,1.547692
1237645943978721411,55.883554,0.94859426,19.868227,19.429232,19.15835,18.873308,18.803728,QSO,1.556646
1237645943978721417,55.88289964,1.04537712,21.024616,19.355816,18.249514,17.655378,17.261969,GALAXY,0.179977
1237645943978721428,55.89514031,1.04551082,21.382788,19.379387,18.013401,17.470161,17.057489,GALAXY,0.180873
1237645943978721466,56.00236118,0.97204109,20.152351,18.713652,18.090723,17.840126,17.72444,STAR,-2.804557E-5
1237645943978721492,55.88830288,0.99613198,21.974485,19.255138,17.665119,17.128839,16.692873,GALAXY,0.234035
1237645943978721493,55.88333544,0.99562526,21.076872,19.395937,18.303219,17.83898,17.466278,GALAXY,0.143019
1237645943978721500,55.88714613,0.88762581,23.463964,20.400446,18.904072,18.258684,17.884882,STAR,-6.319199E-5
1237645943978721502,55.9195289,0.96632518,22.879145,20.97368,19.450245,18.911354,18.525623,GALAXY,0.236794
1237645943978721505,55.92650318,0.91421354,23.002031,20.706898,19.455198,18.984568,18.640566,STAR,6.232964E-5
1237645943978721508,55.94300076,0.97238216,23.29059,21.164673,19.703205,18.863634,18.356056,STAR,-6.086028E-5
1237645943978721520,55.98302371,0.93395394,24.688684,24.023706,20.673578,19.480104,18.781374,GALAXY,0.592983
1237645943978721546,55.87956062,1.00082255,22.257029,20.887726,19.398338,18.838629,18.454803,GALAXY,0.232616
1237645943978721556,55.91472862,0.96825665,23.830875,21.749523,20.194756,19.019081,18.302206,STAR,1.535528E-4
1237645943978721570,55.89425423,0.87553377,20.846378,20.386053,19.951353,19.607233,19.517941,QSO,1.572451
1237645943978721573,55.90875352,0.8672195,22.433828,21.593699,21.485447,21.126404,21.011955,GALAXY,0.275704
1237645943978721574,55.92107761,0.91469346,21.014063,19.936464,19.324146,19.068508,18.894833,GALAXY,0.143221
1237645943978721577,55.92923868,1.03410307,21.989834,21.130114,20.174427,19.967047,19.685135,GALAXY,0.467148
1237645943978721589,55.97659673,0.95526819,21.063875,19.832159,19.271593,18.949659,18.836555,GALAXY,0.167134
1237645943978721630,55.87158967,0.94991087,23.016737,20.811035,19.042496,18.413908,17.842371,GALAXY,0.403004
1237645943978721683,55.89514789,1.02090348,23.751795,22.469166,22.096268,22.050589,22.357889,QSO,5.867881
1237645943978721730,55.91327266,0.87171042,22.341688,20.516506,19.698563,19.326332,19.207905,GALAXY,0.210309
1237645943978721769,55.93520962,1.04734542,23.538616,22.969826,22.142866,21.83849,21.364058,STAR,3.333385E-3
1237645943978721807,55.9596011,0.94350027,21.447638,20.062956,19.577398,19.119463,20.733395,GALAXY,0.13918
1237645943978721863,55.98826968,0.9860658,22.555342,21.895079,21.593643,21.412731,21.20318,STAR,-3.782917E-3
1237645943978721975,55.89242343,0.93569683,24.035528,23.081858,21.756866,20.356718,19.671837,GALAXY,0.720595
1237645943978786819,56.00777704,0.9585712,17.424801,16.240147,15.792088,15.628507,15.549985,STAR,-5.316196E-5
1237645943978786823,56.00878556,0.9313628,20.703814,19.552732,19.171951,19.01774,18.95714,STAR,4.173743E-4
1237645943978786835,56.02733053,0.93518096,19.234831,16.956017,15.926312,15.529982,15.30021,STAR,5.688056E-5
1237645943978786850,56.04968698,0.85530219,20.725607,19.508055,18.974817,18.765907,18.622164,STAR,7.152787E-4
1237645943978786934,56.11044495,1.03262686,23.036993,20.171347,18.735136,18.18832,17.785517,GALAXY,0.187466
1237645943978786940,56.11727997,0.92335733,25.514767,24.540043,22.373657,20.689461,20.237585,GALAXY,0.705642
1237645943978786941,56.11616557,0.91680023,24.288464,24.728996,22.584204,20.811731,20.142258,GALAXY,0.698276
1237645943978786994,56.02122183,0.89846102,20.499754,19.341236,18.795134,18.460787,18.279203,GALAXY,0.133783
1237645943978786997,56.0254705,0.8941475,20.614569,19.561562,19.050816,18.878777,18.754305,STAR,3.48141E-4
1237645943978787003,56.03101158,1.00582022,19.70507,18.143812,17.442869,17.148535,16.972628,STAR,6.317651E-5
1237645943978787062,56.10098134,0.91043389,20.107229,18.513319,17.779427,17.484467,17.318232,STAR,-5.189238E-6
1237645943978787076,56.10697447,0.91465501,20.002193,19.522518,19.321978,19.384167,19.165607,QSO,0.845417
1237645943978787099,56.13966243,1.04715181,21.291265,19.036781,17.943905,17.478893,17.063231,GALAXY,0.103123
1237645943978787108,56.13842806,0.8751602,19.671247,17.652496,16.762735,16.374662,16.129919,STAR,-4.836804E-4
1237645943978787112,56.13982434,1.03464424,21.758141,19.499733,18.363152,17.835333,17.37319,GALAXY,0.105235
1237645943978787121,56.15404964,0.87666279,20.886118,19.756819,19.317486,19.106359,19.029285,STAR,6.038619E-4
1237645943978787135,56.01296143,0.95901566,21.36442,19.617292,18.16324,17.608185,17.239107,GALAXY,0.229669
1237645943978787138,56.01277579,1.01880591,21.388927,19.93239,19.303251,18.91777,18.736,GALAXY,0.139108
1237645943978787179,56.14939903,1.01205193,22.141468,19.699455,18.241871,17.663969,17.243034,GALAXY,0.187612
1237645943978787182,56.15099651,0.97925466,19.718657,18.367172,17.703995,17.304867,17.058567,GALAXY,0.104473
1237645943978787188,56.01422577,0.91557542,22.423117,21.01293,19.222113,18.524284,18.083265,GALAXY,0.309049
1237645943978787189,56.01219303,0.91716141,24.723183,21.96423,20.050848,19.193155,18.804802,GALAXY,0.452946
1237645943978787195,56.0165269,0.8627711,23.062653,21.466549,19.578465,18.789021,18.31263,GALAXY,0.451139
1237645943978787200,56.04982913,1.01240687,25.037357,21.936272,20.209677,18.841364,18.078392,STAR,2.910573E-5
1237645943978787212,56.138412,1.01703876,22.544912,20.578409,19.337797,18.709654,18.271563,GALAXY,0.292775
1237645943978787224,56.05907928,1.01216835,22.507587,21.665434,21.347143,21.135769,20.722225,QSO,2.165047
1237645943978787230,56.07344271,1.01799435,22.120331,20.968086,20.702515,20.597097,20.671318,STAR,2.122333E-4
1237645943978787235,56.10255993,1.02210169,21.93325,20.432295,20.303951,20.319111,20.250107,STAR,-3.986904E-4
1237645943978787238,56.10935203,1.01799532,20.923567,19.418255,18.634253,18.219133,17.893091,GALAXY,0.184006
1237645943978787243,56.13065027,1.00272098,22.020361,22.193504,21.117279,20.486753,20.239128,STAR,3.7954E-3
1237645943978787244,56.13999215,0.92344047,20.644497,20.262859,20.006365,19.720484,19.533089,QSO,1.641554
1237645943978787278,56.01483334,0.87752567,23.742601,22.069677,20.541313,19.54924,19.021603,GALAXY,0.500124
1237645943978787300,56.02461838,1.03291381,22.98781,21.916649,21.500557,21.407213,21.009146,GALAXY,0.191425
1237645943978787350,56.04196647,1.00545842,21.96237,20.82155,20.058449,19.628019,19.582779,GALAXY,0.225499
1237645943978787396,56.06649129,0.85925428,24.234165,22.746796,20.930882,19.955441,19.419746,GALAXY,0.502703
1237645943978787444,56.09289101,0.86654016,22.103703,20.863953,19.675991,19.215231,18.73757,GALAXY,0.350802
1237645943978787447,56.09393161,0.85986292,24.018381,22.974009,21.185944,20.078873,19.47739,GALAXY,0.579362
1237645943978787499,56.12764456,0.97668186,22.459169,20.543976,19.124132,18.608093,18.136723,GALAXY,0.35283
1237645943978787574,56.15528657,0.88482145,22.642984,21.711142,21.246206,21.129732,20.951622,GALAXY,0.689861
1237645943978787609,56.01133909,0.99646936,22.211559,22.104231,20.472313,19.546669,19.164457,GALAXY,0.49865
1237645943978787653,56.04261145,0.94291844,24.891586,22.723873,20.946741,19.91629,19.279785,GALAXY,0.557847
1237645943978787708,56.08389611,0.91323077,24.456266,24.667927,22.55682,21.44095,20.813862,QSO,0.535827
1237645943978787757,56.11831798,0.86409866,25.172112,23.570829,22.138042,20.558739,19.64093,STAR,-1.018935E-4
1237645943978787777,56.13365876,0.9125674,24.885395,24.349737,21.379406,20.283546,19.636412,GALAXY,0.672915
1237645943978787815,56.15349749,0.97035367,26.508289,22.765926,20.948553,19.926451,19.529575,GALAXY,0.527748
1237645943978852390,56.21700042,0.90040454,25.136559,25.202885,22.041632,21.027435,20.430489,GALAXY,0.458577
1237645943978852452,56.27900818,1.03721569,22.691299,21.935635,21.615788,21.519293,21.611122,QSO,1.398176
1237645943978852519,56.16826112,0.8669961,22.040545,19.669041,18.646498,18.225758,17.908131,GALAXY,0.103995
1237645943978852526,56.17482977,0.89866514,20.777735,19.390106,18.341806,17.817739,17.466478,GALAXY,0.214906
1237645943978852532,56.19302298,0.98180409,20.869295,19.122482,17.883133,17.311657,17.029041,GALAXY,0.216495
1237645943978852536,56.19554023,1.02653799,21.486069,19.25419,17.860481,17.314529,16.910738,GALAXY,0.187029
1237645943978852550,56.21342181,0.99355857,21.249783,19.026735,17.697216,17.167768,16.75036,GALAXY,0.180289
1237645943978852556,56.23317399,0.92504345,21.888494,19.091576,17.620502,16.977209,16.599215,STAR,9.721275E-5
1237645943978852560,56.24340594,0.93654789,20.763357,18.191669,17.015507,16.511225,16.100414,GALAXY,0.130725
1237645943978852577,56.27325484,0.87128292,19.585455,18.271145,17.682804,17.454638,17.314905,STAR,-2.348719E-4
1237645943978852580,56.27550808,0.9913188,20.239601,18.890833,18.169184,17.73337,17.482355,GALAXY,0.126912
1237645943978852582,56.27901483,0.95584079,21.452082,18.848442,17.720488,17.269186,17.00127,STAR,9.019992E-5
1237645943978852590,56.29647212,0.99468038,24.364374,21.286831,19.347595,18.687883,18.280426,GALAXY,0.359635
1237645943978852596,56.30001679,1.02906841,23.749456,24.789049,21.648298,20.593069,19.987967,GALAXY,0.581054
1237645943978852601,56.29974952,0.98707108,21.577564,19.675999,18.333941,17.814787,17.439701,GALAXY,0.184896
1237645943978852621,56.17330434,0.99285189,20.688187,19.615828,18.906109,18.554993,18.278063,GALAXY,0.243292
1237645943978852632,56.18925531,0.99723415,22.784756,20.550369,18.6637,17.962713,17.533934,GALAXY,0.396473
1237645943978852652,56.23414548,0.93765911,21.36816,18.905233,17.630306,17.079134,16.683319,GALAXY,0.181231
1237645943978852670,56.26951969,0.97436141,20.549894,19.486837,18.798916,18.357183,18.0921,GALAXY,0.179993
1237645943978852674,56.27493134,0.88535957,23.525238,20.008453,18.401915,17.804033,17.405005,GALAXY,0.239703
1237645943978852692,56.17539583,0.89381996,23.107574,21.295464,19.822258,19.23406,18.834393,GALAXY,0.215757
1237645943978852701,56.23612798,0.95329122,25.16308,22.05414,20.391129,18.942417,18.156523,STAR,-2.041164E-5
1237645943978852711,56.30092127,0.96808011,23.193827,20.902021,19.580057,18.957018,18.629141,STAR,2.823317E-4
1237645943978852725,56.17003847,1.04684572,20.831442,19.128967,18.255657,17.79072,17.342655,GALAXY,0.103763
1237645943978852727,56.17404337,0.86739447,21.714956,21.377096,21.011288,21.153061,20.97447,QSO,2.353887
1237645943978852732,56.18722456,0.99169421,21.606129,20.823944,19.767317,19.293173,18.925106,GALAXY,0.39276
1237645943978852749,56.26576181,0.89188169,25.508039,22.356318,20.538649,19.699881,19.22224,GALAXY,0.455007
